"","Id","groupId","matchId","assists","boosts","damageDealt","DBNOs","headshotKills","heals","killPlace","killPoints","kills","killStreaks","longestKill","matchDuration","matchType","maxPlace","numGroups","rankPoints","revives","rideDistance","roadKills","swimDistance","teamKills","vehicleDestroys","walkDistance","weaponsAcquired","winPoints","winPlacePerc"
"1717497","8797eca388f6e9","0a41225f86496f","952f6e9b73a7c1",0,0,6.201,1,0,0,31,1303,1,1,9.838,1792,"duo-fpp",48,44,-1,0,0,0,0,0,0,229,2,1539,0.1489
"2399093","0999df946095a5","7c7f25dd5d94d5","43e65a87c3e655",0,0,200,2,0,0,82,0,0,0,0,1330,"duo-fpp",48,46,1494,1,0,0,0,0,0,106.2,1,0,0.1277
"133198","6786e8e722b2e6","554af60bbe1ecc","efefac21fbf942",0,2,0,1,0,6,45,0,0,0,0,1929,"duo-fpp",49,47,1558,0,6438,0,0,0,0,1405,8,0,0.75
"1967734","697225f7aa1d88","2b8d3f0c73d55e","92c4165a967725",0,0,267.6,2,0,0,28,0,1,1,51.12,1963,"squad",26,25,1520,0,0,0,0,0,0,1195,3,0,0.4
"3746998","1a185037b51b51","8b55e3b01dc1d7","8be40ee5197420",0,0,100,0,0,0,42,0,1,1,28.22,1432,"solo-fpp",90,90,1521,0,0,0,0,0,0,112.4,2,0,0.1798
"2482864","1af22f4f16be3a","8babfd20af5ae6","882f6fe94736fd",0,2,122,1,1,1,28,0,1,1,25.47,1441,"duo-fpp",44,43,1496,0,251.8,0,0,0,0,969.8,5,0,0.6512
"17097","0214ec9b91fecd","633a5fa4ad20a3","b8313b492440e0",0,1,25.8,0,0,2,51,1174,0,0,0,1351,"duo-fpp",49,49,-1,0,505.9,0,0,0,0,2814,7,1471,0.8542
"3260219","1f638aadbac74d","06c9a7dd560874","d7dcd951b4594f",0,7,556.6,0,1,10,2,1332,5,1,69.71,1962,"solo-fpp",98,93,-1,0,5063,0,0,0,1,2201,7,1520,0.8763
"190573","3e45ba3bc93a7d","68b60a271966b6","0f7a4c73355541",1,2,57.66,1,1,2,28,0,1,1,49.98,1330,"squad-fpp",28,27,1419,1,0,0,0,0,0,663.2,2,0,0.6667
"1396065","e3bd581c00c880","b8e94a089372cd","e5163fa440ca1b",1,1,124.9,1,0,4,22,0,1,1,6.187,1766,"squad",31,31,1512,1,4000,0,0,0,0,2029,3,0,0.8
"1303327","1d6e26d903ecd2","e851f3af00ee36","696e68da5869ed",0,1,300,2,0,1,10,0,3,2,7.605,1421,"duo",48,44,1494,1,0,0,0,0,0,553.5,4,0,0.4043
"1968103","a5ecc40a713c4d","a140bb4d5ddf9d","8edbdedf84fd6b",0,0,0,0,0,0,81,1328,0,0,0,1389,"duo-fpp",50,49,-1,0,0,0,0,0,0,66.26,3,1563,0.2449
"1594208","03430a27dab3c8","1349c4761aca0d","8a2add947ae278",0,1,332.5,3,0,2,7,1490,3,1,7.275,1350,"squad-fpp",32,30,-1,0,1062,0,0,0,0,1684,4,1456,0.5484
"1353728","67501d3a64e8d4","4d727cb2a452c1","ef05c73c0d7af0",0,0,100,1,0,0,26,0,2,2,5.579,1383,"squad-fpp",27,26,1386,0,0,0,0,0,0,78.03,2,0,0
"2856014","10307a8e802f79","3d5438f8c1d471","7247f6df334499",0,0,25.8,0,0,0,72,1225,0,0,0,1925,"squad-fpp",29,27,-1,0,967.8,0,0,0,0,810.6,1,1580,0.2857
"2942193","b5dd0df648ee82","9187f3903b7fc9","c4d7cf74d86248",1,9,256.1,2,1,5,7,0,3,1,230.9,2027,"squad",28,27,1500,0,0,0,0,0,0,2700,6,0,0.6296
"944284","d09fd4034d28d0","77e49e05c1399d","6a4ecf254f6f07",0,0,100,1,1,0,40,1628,1,1,1.748,1302,"squad-fpp",31,30,-1,0,0,0,0,0,0,81.06,1,1625,0.2
"1094027","ac8cb10da2b1d9","0769fef538936b","70dfa5ab3b58b3",0,0,129.4,0,1,0,32,0,1,1,0,1397,"squad",28,28,1511,0,0,0,0,0,0,885.3,3,0,0.4815
"242457","7734b5e1869d77","19624f3a9a1a8e","82738a6378d81c",0,0,69.72,0,0,0,80,1183,0,0,0,1277,"squad-fpp",29,27,-1,0,0,0,0,0,0,11.36,2,1536,0.25
"4388435","6288570914504c","ce4e5472003edf","5d4b00a1b72212",0,0,151.8,0,0,1,63,0,0,0,0,1384,"squad",28,28,1483,1,0,0,0,0,0,86.08,1,0,0.2963
"1921077","09880f579e8f81","ead87805c2f733","5e1f7be8c6ed54",1,0,42.36,0,0,0,97,0,0,0,0,1885,"duo",49,46,1478,0,0,0,0,0,0,51.31,2,0,0
"3627361","58823d56b47024","3c5e074ddafdf3","7473976cd36018",0,3,450.5,5,2,1,6,1533,5,3,20.92,1368,"squad-fpp",32,31,-1,0,0,0,0,0,0,1879,3,1531,0.7742
"1861304","d35ae0c67e0cd0","b9e4901d74069a","fb2678b5464a97",0,0,0,0,0,0,72,1288,0,0,0,1749,"solo-fpp",95,92,-1,0,2799,0,0,0,0,280.9,2,1554,0.3298
"1976955","61ed3488ad2be9","5e6ccbe6e8ebaf","a5c31d5c66b5ef",0,0,0,0,0,0,51,0,0,0,0,1947,"squad",27,27,1276,0,2676,0,0,0,0,2807,3,0,0.6538
"2845408","4259c426ecbe38","c139049536db4f","80e199c78bb689",0,0,100,1,0,0,88,0,0,0,0,1855,"squad-fpp",27,24,1473,0,0,0,0,0,0,71.84,2,0,0
"1859219","6912c4c6aa27c0","b20310fad4889d","5d3c5c679d8d24",0,1,67.9,0,0,1,67,0,0,0,0,1867,"squad-fpp",28,28,1490,0,2416,0,0,0,0,1185,10,0,0.4074
"4093855","df72abb451937c","1a27d738498ed5","fd387c2e09febd",0,0,100,0,0,0,38,0,1,1,3.081,1250,"duo-fpp",46,45,1373,0,0,0,0,0,0,58.74,2,0,0.1778
"3907612","a834172790e206","8402c2e6d71000","52c5e9aa6d9e63",0,0,178.2,1,1,13,16,0,2,1,58.22,1780,"squad-fpp",32,30,1500,1,556.8,0,0,0,0,3687,5,0,0.8387
"3983688","ae0a88cec22b66","7f42db2ac1ece1","ca6b10fbc35fa0",0,0,169.7,1,0,0,25,0,1,1,3.458,1823,"squad",29,26,1245,0,1313,0,0,0,0,763.9,4,0,0.3214
"849121","d45d7fc19e578d","e76a49674a897e","904b8b716b6a38",0,0,67.29,0,0,0,96,0,0,0,0,1771,"squad-fpp",28,27,1467,0,0,0,0,0,0,54.17,1,0,0
"744319","fa2f6dd611dfb6","272b60427720c8","78b17a0c44011c",1,3,186.8,0,0,0,32,1487,1,1,58.22,1362,"solo-fpp",99,99,-1,0,1414,0,0,0,0,860.1,2,1632,0.602
"1859446","370103fe08d81b","e449900dbee28f","eed8d2a89a319d",0,0,100,1,1,0,34,0,1,1,183.9,1418,"squad-fpp",28,28,1507,0,0,0,0,0,0,1614,6,0,0.7778
"1024625","aeef8bccba70ed","6316bbcff15cc8","d8f2aebf3ebd02",0,7,647,0,2,2,1,0,6,2,218.8,1384,"solo-fpp",97,96,1618,0,0,0,0,0,0,1218,3,0,0.8958
"1746058","cbd166b41cee51","ab08c67b0d5e47","1739f9b4421aa5",0,0,172,1,1,0,36,0,1,1,39.44,1994,"squad-fpp",27,25,1421,0,0,0,0,0,0,431.2,2,0,0.1923
"1413139","a066b24604a413","f1e33224f5b691","ae75339df15287",3,0,589,0,2,17,24,0,5,1,41.19,614,"normal-squad-fpp",13,13,1500,0,2985,0,0,0,0,1814,5,0,0.75
"153807","4e0b8b1b252cd8","5f1c0d624a474b","0c0b34f8a5e86c",0,0,0,0,0,0,93,1328,0,0,0,1352,"squad-fpp",28,27,-1,0,0,0,0,0,0,29.97,0,1469,0
"4203824","09929aa4a69785","043bad6889d59a","228026386784e7",0,0,0,0,0,0,97,0,0,0,0,1420,"duo-fpp",50,50,1429,0,0,0,0,0,0,30.32,1,0,0.0204
"1007790","7b94d568089678","a4b22ae87fcd19","46b4db42b8747f",0,0,0,0,0,0,56,1335,0,0,0,1338,"squad-fpp",25,25,-1,0,0,0,0,0,0,154.1,2,1481,0.625
"2611805","70b600c643ea44","1a34879f454e74","ac06ba7db862b1",0,1,42.12,0,0,2,60,0,0,0,0,1401,"squad-fpp",30,30,1405,0,0,0,74.16,0,0,2220,3,0,0.5862
"2686031","b5d88eff8ef338","6f6d576a1b2cfd","af9e522ca06ce7",0,6,90.3,0,0,3,48,0,0,0,0,1396,"solo-fpp",95,93,1853,0,0,0,0,0,0,2666,3,0,0.883
"1958531","dd523c2c6bd4f8","660007cb7e4c05","f8927d87063fd3",0,0,23.22,0,0,0,63,1178,0,0,0,1817,"squad-fpp",27,25,-1,0,136.3,0,0,0,0,493.1,4,1527,0.2692
"1425091","fb6fb995751d17","233e8b30899696","ecba7dc926bd96",0,1,0,0,0,6,56,0,0,0,0,1796,"squad",29,27,1458,1,0,0,0,0,0,1656,5,0,0.6071
"177321","d7bc5962852ef0","d54d0d3568b6e0","2ff2e0dced62d2",1,2,212.1,0,0,4,61,1267,0,0,0,1354,"duo-fpp",49,49,-1,0,0,0,0,0,0,810,3,1590,0.5833
"2448036","165ee5c3f4973d","6ea57520dcd72b","4846d1c46d4c84",0,0,100,1,0,0,36,0,1,1,10.07,1309,"duo-fpp",49,45,1493,0,0,0,0,0,0,108.6,1,0,0.4167
"3576780","5063ba4ce48cec","48d80617d64f1d","9b4b4fbbe7e52d",1,4,261.6,0,0,0,10,1046,2,1,34.59,1403,"solo",92,87,-1,0,0,0,0,0,0,2203,6,1498,0.9231
"1136913","f21bc42a216043","e3354c05c15634","fefe600c28274a",0,0,89.2,0,0,0,40,0,1,1,0,829,"crashfpp",49,46,1500,0,0,0,0,1,0,726.6,1,0,0.2292
"3361652","b60e0d3272aed3","35d173ba0305fd","15cbd06f140f95",0,1,28.2,0,0,1,55,0,0,0,0,2019,"solo-fpp",88,85,1576,0,6240,0,0,0,0,413.9,6,0,0.5632
"2867975","40b07e1cc8e7ac","ba30eeb61e9caa","9736525df8a36a",0,0,70.15,1,0,0,35,0,1,1,53.35,1353,"squad-fpp",26,25,1505,0,0,0,0,0,0,277.3,2,0,0.28
"198002","74d6f862924cf7","64ed8d746951c6","d86bb2a5b1d9cc",0,3,455.1,0,1,11,3,1280,6,3,70.98,1379,"solo-fpp",98,96,0,0,0,0,0,0,0,1389,2,1483,0.7113
"801173","97e1561c8114c0","698b924b3de613","bc9367237b1e91",1,0,3.923,0,0,0,61,994,0,0,0,1382,"duo-fpp",49,47,-1,0,740,0,0,0,0,510.7,7,1487,0.3958
"1875496","6b27c95a663748","b7ac2efc807eb5","04c8bfd9860ca7",0,0,140.7,1,1,1,12,0,2,1,8.591,1738,"squad-fpp",28,28,1422,0,0,0,0,0,0,249.9,3,0,0.3333
"1714102","f5e97300802d14","ddf4c16e1c03cd","6987bc312c6228",0,0,0,0,0,0,91,0,0,0,0,1377,"duo-fpp",47,47,1500,0,0,0,0,0,0,19.2,1,0,0.0435
"222006","9dce85fccc0559","74ee79fa3af03c","4b44484b3c6446",0,4,75.91,0,0,3,40,0,0,0,0,1886,"duo-fpp",47,44,1472,0,1028,0,0,0,0,3581,7,0,0.8913
"3329527","b1e360265f1030","a8b1e2ba96b693","36fc756580e14e",0,1,86.28,0,0,5,57,0,0,0,0,1925,"duo-fpp",49,48,1526,0,1237,0,0,0,0,1124,7,0,0.6667
"2139705","00dbfad9be0a7c","b0e2520940b999","2c44cc040ef2c4",0,0,0,0,0,0,66,0,0,0,0,1865,"duo-fpp",47,47,1475,0,0,0,0,0,0,151.3,1,0,0.4348
"4148447","f5266be9cadcbd","24e40609273255","1ad4fb480c83fd",0,4,93,0,0,5,21,0,1,1,4.798,1824,"solo",93,91,1537,0,319.2,0,0,0,0,3419,7,0,0.9457
"3921758","a2c23cfb36beac","cd53479d4c45e8","533476b1c98df6",1,5,189.6,1,0,8,45,0,0,0,0,1841,"squad-fpp",30,28,1438,2,6273,0,0,0,0,2925,5,0,0.7241
"2861536","ba2036bec4ec30","c9ce73c1eb9de4","408ba768959eae",0,4,272.1,1,0,14,31,0,1,1,9.603,2034,"duo-fpp",49,48,1509,0,2846,0,0,0,0,2016,5,0,0.75
"3483837","83b9fc3f0d377f","6240dcfea53cf5","d65a248b2fdbce",0,0,0,0,0,0,77,0,0,0,0,1471,"solo",92,89,1499,0,0,0,0,0,0,58.02,0,0,0.1429
"3445391","ebf20527605b53","a9c9dbd515a6d0","47564a035d915d",0,0,0,0,0,0,74,0,0,0,0,1451,"duo-fpp",47,45,1482,0,0,0,0,0,0,40.72,2,0,0.2609
"1909772","c1b4df439a73b3","a60120ab5729b1","57961f9df97436",0,1,197.6,0,0,1,41,0,0,0,0,1347,"duo-fpp",48,47,1500,0,756.8,0,0,0,0,2491,5,0,0.8936
"4015747","0375c5c91bcce1","777895217ccdea","7050e87816f3b6",0,0,90.3,0,0,0,82,0,0,0,0,1397,"solo-fpp",97,97,1530,0,0,0,0,0,0,47.21,3,0,0.1771
"2857732","d44d7232980550","bfb97e54462535","3ef45e9d2dbd2f",0,0,253.7,3,0,0,11,0,3,3,32.62,1382,"squad-fpp",30,30,1455,0,0,0,0,0,0,96.33,1,0,0.2414
"509663","6b3bc217c2c216","8c8490ee0eebff","ac7493b1f76f50",0,1,720.7,5,0,2,1,0,8,2,47.97,1358,"squad-fpp",29,28,1492,0,0,0,165.6,0,0,2707,4,0,0.9643
"15949","4510ab84e99b2b","ebaf60daf52123","d2b3127e893bc2",0,1,0,0,0,0,49,0,0,0,0,1818,"squad-fpp",27,25,1500,0,2538,0,0,0,0,1169,8,0,0.6154
"2071378","0f14951135eb04","1c6bf2aeaab327","6c07103a743a28",0,3,0,0,0,0,57,1257,0,0,0,1431,"solo-fpp",99,97,-1,0,0.0069,0,17.36,0,0,3635,5,1543,0.6429
"3343244","38b58bd9945dff","8fa08ce56eb085","4f51f6c1bc039b",0,1,100,0,1,0,39,0,1,1,9.793,1406,"duo",49,47,1569,0,0,0,0,0,0,235.6,3,0,0.2083
"3449628","dcc5642270ff67","2412cb8ee50b58","f80da06100b1eb",0,1,358.8,3,1,1,12,1221,3,2,41.61,1360,"squad-fpp",28,27,-1,2,0,0,0,1,0,1203,5,1462,0.5185
"1328708","d7d6a8a9490ff8","47243618b6fd24","20ce744132157a",0,2,99.07,1,0,1,28,0,1,1,5.634,1856,"squad-fpp",24,24,1471,0,4179,0,0,0,0,2584,7,0,0.6957
"2201194","b7a6df91847769","2ab6550f01fbaa","a19110974d5d6b",0,5,192.8,1,0,3,12,0,2,1,3.808,1300,"squad-fpp",23,23,1475,2,0,0,0,0,0,1842,5,0,0.7727
"1516992","c6d7fe43ca9883","6f7dc6c77f35f7","5bd34b59ef10d3",0,3,0,0,0,0,73,0,0,0,0,1905,"squad-fpp",28,27,1502,0,0,0,0,0,0,366.9,4,0,0.2963
"607835","6a5493336f97db","af4f04a69ed518","7a5f54c0726e87",0,0,0,0,0,0,86,0,0,0,0,1958,"squad",27,26,1500,0,0,0,0,0,0,47.9,0,0,0.0769
"3719939","cbad78a24c33ee","a202a5d489d67d","a4bfc038766be8",0,1,0,0,0,0,68,0,0,0,0,1766,"squad-fpp",29,27,1502,0,1016,0,0,0,0,2468,2,0,0.5357
"499567","e790a4d53bd69a","52b6bbbc5ea967","52ffeaf431c5e5",0,0,0,0,0,0,80,0,0,0,0,1341,"solo-fpp",95,91,1583,0,0,0,0,0,0,81.45,0,0,0.1489
"1750642","acb7934fa2fc0b","bf3feb6e0e32ec","c883484eb1a0fa",0,2,380,2,0,1,7,1111,4,2,8.18,1301,"duo-fpp",48,48,-1,0,0,0,0,0,0,945.2,3,1492,0.5745
"1667505","5464d1951e29b9","31e7318f8ab4c4","7fea7f67ea18a4",1,4,147.4,1,0,12,19,0,1,1,16.51,2116,"normal-squad-fpp",16,16,1500,1,7187,0,0,0,0,3355,3,0,0.8667
"346633","9335971c35db2f","15545421140f37","23569821346eb0",0,0,0,0,0,0,27,0,1,1,169.5,1387,"duo-fpp",49,47,1495,0,0,0,0,0,0,1618,4,0,0.8542
"253016","aca12bf190b26b","164a4bc9a5909b","8c3ffe4b53c658",0,0,0,0,0,0,86,0,0,0,0,1983,"squad",27,25,1500,0,0,0,0,0,0,353.3,0,0,0.1154
"4325895","7405ccef1a59bb","c7001c837b62fd","52dcb5b19f6da6",0,0,232,3,0,1,23,0,2,2,19.27,2005,"squad-fpp",32,30,1453,0,0,0,0,0,0,384.2,8,0,0.2581
"127630","00c5470a2c86fd","5de0b80a2ac6ed","2de6e8e5bdea24",0,0,0,0,0,0,84,0,0,0,0,1915,"solo-fpp",95,95,1496,0,0,0,0,0,0,69.11,2,0,0.1277
"963154","0c6a211c515c4e","a5aa533f414445","7ed78902ebc2f2",1,3,380.4,2,0,10,4,0,4,2,26.13,1298,"duo-fpp",49,49,1499,2,0,0,0,0,0,2235,6,0,0.9792
"1157390","0620fb522e5c31","9b5cc242661c01","654800c37b9e61",0,6,790.3,5,3,2,1,0,8,2,245.4,1914,"duo",45,40,1539,0,0,0,117.4,0,1,4553,5,0,0.9545
"1344721","688729a166794d","201d48c42620ab","6907f7d4648dc4",0,0,123.4,1,1,0,37,1225,1,1,9.472,1954,"duo-fpp",44,43,-1,0,0,0,0,0,0,331.3,1,1433,0.2326
"3872902","dfb4f64286633d","541357e298e13d","fb06514b5927dc",0,0,76.54,0,0,0,92,0,0,0,0,1324,"squad",28,27,1481,0,0,0,0,0,0,93.19,1,0,0.0741
"1142366","2ade6fe16f5bac","3b2165c0927573","03f7e8e4815e2e",0,0,0,0,0,0,77,1106,0,0,0,1834,"solo-fpp",94,90,0,0,0,0,0,0,0,65.52,1,1505,0.2043
"1770702","876a84dedb8b2b","7d606feaf87f43","80ddf5173f8f38",0,0,131.1,2,1,1,37,1303,1,1,33.72,1445,"squad-fpp",28,27,-1,0,0,0,0,0,0,620.1,3,1432,0.4074
"505266","d5eb428c30ad93","75f29c7fef1c6c","69b74a8a0768c5",0,0,279,3,2,0,10,0,3,1,45.86,1873,"squad-fpp",28,26,1587,1,0,0,0,0,0,465.2,4,0,0.1111
"68651","ce64f0a4fd3950","04fc07209395c4","8fe6fe00a65632",0,0,138.7,1,0,0,46,1400,1,1,8.271,1410,"squad-fpp",30,30,-1,1,0,0,0,0,0,83.79,1,1510,0.069
"1822696","19800ab5d039e0","2b3c28996fa21f","26197f2919c63b",0,0,73.54,1,0,0,33,0,1,1,55.28,1277,"squad-fpp",28,27,1483,0,0,0,0,0,0,701.6,2,0,0.4444
"3592048","addeba9a9432d5","6ce41172a9d518","6c91a445977deb",0,1,20.9,0,0,1,45,0,0,0,0,1344,"squad-fpp",31,29,2003,0,1147,0,0,0,0,1625,5,0,0.8
"3164250","e66daa1d2bea44","77c5965ccc3647","6dea8911862de5",0,1,129.4,0,0,1,46,1493,1,1,6.042,1361,"solo-fpp",97,96,-1,0,0,0,0,0,0,73,1,1606,0.2708
"3219799","a22341f10dbd7d","6d4ed0eea835ec","946eef743cbfb0",0,6,457.6,0,2,5,7,0,4,1,51.22,1390,"solo-fpp",97,97,1500,0,227.4,0,0,0,0,1494,4,0,0.8542
"3784932","1a927cb653dacb","2f681343aa900a","64295cb7262489",0,11,695.2,0,3,1,3,1559,5,1,207.8,1956,"solo-fpp",96,92,-1,0,1380,0,13.85,0,0,3848,6,1699,0.9579
"1741569","f54b53703fe363","2fceec00e51803","f23dfc85a952a1",0,0,0,0,0,1,84,0,0,0,0,1313,"squad-fpp",28,28,1444,0,0,0,0,0,0,70.3,1,0,0.1111
"3445142","3a8aeb1a31347f","ece7ecda524fb2","5282acbcfff2e7",2,5,193.7,0,0,11,22,0,1,1,5.095,1913,"squad-fpp",29,26,1344,1,0,0,0,0,0,4169,6,0,0.8214
"1166820","a50b82fe948e17","625b2e697e20f3","c3190fe4b2cd49",1,0,118,0,0,0,50,0,0,0,0,1911,"squad-fpp",28,27,1436,0,0,0,0,0,0,2700,6,0,0.7037
"2983695","bcc82711392a69","056eb4c011dce6","61de812b7578a7",0,0,0,0,0,0,52,0,0,0,0,1794,"duo-fpp",49,46,1469,1,0,0,0,0,0,2014,5,0,0.6667
"3688276","ef2270f9b11e97","12e89e7baf564b","14933906a00764",0,0,0,0,0,1,78,1316,0,0,0,1403,"duo-fpp",48,45,-1,1,0,0,0,0,0,99.32,3,1547,0.2128
"3931963","f89195a782fd0f","63874f7cedb9a0","390fa03e8111d5",0,0,170.5,0,1,0,37,0,1,1,0.5675,1876,"duo-fpp",47,44,1460,0,0,0,0,0,0,214.7,2,0,0.1087
"2804407","7a907ef77f86ec","268132f619d53f","67984fa9e12b0d",0,0,0,0,0,0,77,1000,0,0,0,1824,"solo-fpp",95,90,-1,0,0,0,0,0,0,171.9,3,1500,0.2447
"3897159","0fd18f1f1e1692","2e22f25e29b6a6","d128d159fe2ab0",0,4,78.34,0,0,5,50,0,0,0,0,2002,"solo",95,89,1505,0,0,0,0,0,0,1157,5,0,0.8191
"988398","bcb0cec82ba908","a5aa6356572be1","f6feb329e8a6e4",0,0,0,0,0,0,65,1055,0,0,0,1455,"solo",100,99,-1,0,0,0,0,0,0,812.3,2,1509,0.4949
"3507963","8545bee876d3c7","73703639822bfd","654dcf5711575a",0,1,0,0,0,0,57,0,0,0,0,1902,"squad-fpp",28,26,1518,0,6918,0,0,0,0,1598,5,0,0.5926
"557903","70ebb990f5b40c","c01e31198ab7d3","7d6c9d3001c675",1,0,102.9,0,0,1,72,0,0,0,0,1374,"solo-fpp",96,96,1823,0,0,0,0,0,0,71.29,2,0,0.3158
"726665","8e9fa421c70a78","021852ea672008","b360b76cdf5c66",0,0,0,0,0,21,55,0,0,0,0,1908,"squad-fpp",30,30,1454,0,0,0,0,0,0,1332,8,0,0.6552
"1734874","906fc52d3c7735","d65f9f0601740f","18bc3ad12a163f",0,0,126.7,2,0,5,21,1457,2,1,38.91,1348,"squad-fpp",35,34,-1,0,0,0,0,0,0,361.1,2,1514,0.5294
"1659483","61d07fc05e46f5","d4a88db3980fb3","c8360e5faa45d3",0,1,129.4,1,0,0,39,0,1,1,10.38,1390,"squad-fpp",29,25,1563,0,0,0,0,0,0,188.7,3,0,0.2857
"4374845","e338763d714b70","48c8b2beb00bfa","971b78c68eb2c2",0,0,93.31,1,0,0,39,0,1,1,3.723,1286,"duo-fpp",46,45,1523,0,0,0,0,0,0,138.7,3,0,0.1556
"2790221","07d5b7164e7444","37ea3fe9f07cac","4c1f035d92b49b",1,1,200,1,0,0,21,0,2,2,59.7,1275,"squad-fpp",27,26,1416,0,0,0,0,0,0,419.9,2,0,0.2692
"1921918","38087e12dd7189","b2e45198c1a993","14dc7bc7e0ad31",0,0,0,0,0,4,44,0,0,0,0,1805,"squad-fpp",26,26,1444,0,8229,0,0,0,0,2131,5,0,0.64
"331301","44ad129f124bed","96caa0284d063f","4e995e02ae95b5",0,1,0.0768,0,0,4,48,1195,0,0,0,1631,"squad",26,25,-1,0,4417,0,0,0,0,2137,5,1546,0.6
"2318466","42d9cf37c3ae20","3eed62116a182e","d76546aaaa4d19",0,0,25.8,0,0,0,62,0,0,0,0,1864,"duo-fpp",49,46,1502,0,0,0,0,0,0,2270,5,0,0.5417
"1488443","704a49e1c59ac8","3b648cc87f7a48","62a6276cd4f536",0,0,0,0,0,0,91,1278,0,0,0,1376,"duo-fpp",48,48,-1,0,0,0,0,0,0,23.29,0,1473,0.0638
"1744758","5c3df07ad8ac93","4392a7a995cd92","6455851d85e941",1,4,611.7,3,2,1,3,0,5,3,20.26,1370,"squad-fpp",30,28,1466,1,0,0,0,0,0,2209,10,0,0.8621
"1798793","f78bdf3f0a5756","9ad13fe1185ff0","cd7b9af4c1606e",0,0,54.42,0,0,0,45,0,0,0,0,1902,"duo-fpp",50,48,1488,0,0,0,0,0,0,2454,7,0,0.8367
"4160481","aa46f766bf5f78","640fac8847a9d1","6d8cf767f70fc8",3,6,57.06,0,0,8,42,1149,0,0,0,1381,"squad-fpp",28,27,-1,0,1668,0,0,0,0,2485,7,1537,0.963
"4417721","d72de6d5ab7140","7711e48917ed10","548068c1aca660",0,0,106,2,0,0,11,1564,3,2,15.11,1389,"squad-fpp",28,27,-1,0,0,0,0,0,0,239.8,2,1538,0.2593
"2309051","ac5aae8ae4563a","f65a3689d9769a","7a761fb0ebf1b1",0,0,145.1,3,0,1,31,0,1,1,7.544,1891,"squad-fpp",28,26,1477,2,4758,0,0,0,0,2553,5,0,0.5185
"2226491","5b1e8e9929127c","325f3e1886badf","68f8554ccf718c",0,1,27.15,0,0,0,72,0,0,0,0,1389,"duo-fpp",49,48,1503,0,0,0,0,0,0,335.2,2,0,0.3125
"2380968","91a0297b953cf2","36758ae0c4792e","9d639c3800e34e",0,0,0,0,0,0,65,0,0,0,0,1332,"squad-fpp",29,29,1382,0,0,0,0,0,0,440.2,6,0,0.4643
"3909944","7733a5c10cd46d","b7ead0def5f678","580c2a1d33647f",0,2,438.1,2,1,11,14,0,2,2,108.7,1371,"squad-fpp",27,26,1390,0,0,0,0,0,0,3024,3,0,0.9231
"323802","3dbd6dcbe15c3c","53351e2bf484d0","0b5c2f843835eb",0,1,416,3,1,0,10,0,3,2,26.85,1835,"squad-fpp",24,23,1363,0,0,0,0,0,0,484.6,2,0,0.2609
"3572446","b0657f08e456b3","ef0ad79efcec2d","d88623fe5b1e0a",0,2,0,0,0,0,47,1291,0,0,0,1360,"squad-fpp",32,31,-1,0,0,0,38.74,0,0,2874,3,1511,0.9355
"764205","8b52423be4a04d","b3889facbb5419","50f5df2fd8a1c8",0,0,0,0,0,0,93,0,0,0,0,1463,"duo-fpp",49,47,1497,0,0,0,0,0,0,0,0,0,0
"2235909","29095d38761c2d","e784a9331343bb","51110182a7d5e0",0,0,69.48,0,0,0,65,1137,0,0,0,1294,"squad-fpp",31,30,-1,0,490.5,0,0,0,0,627.5,7,1434,0.5333
"4353584","a3482cd14d8b96","b7b89189b8e850","ce2d2c11214e36",0,0,102.1,1,0,2,44,0,1,1,8.218,1420,"squad-fpp",29,29,1500,0,0,0,0,0,0,424,8,0,0.2857
"3885296","9d76b72bf0a7ad","910985ba3c36f3","5ce8a356058c0d",0,0,0,0,0,0,82,1000,0,0,0,1372,"solo-fpp",98,95,-1,0,0,0,0,0,0,32.21,2,1500,0.1649
"142431","04ad61372a8b44","29c31fbbeb48a3","fbe1c67f28b078",0,0,140.8,0,1,0,40,0,1,1,10.36,1383,"duo-fpp",46,43,1515,1,0,0,0,0,0,47.42,1,0,0.0889
"1141616","a62a49814dc39f","1c7c8832b35be8","9327cf2f273369",0,0,0,0,0,0,88,1418,0,0,0,1959,"squad",29,27,0,0,0,0,0,0,0,389.5,1,1504,0.0357
"3245920","b96a4f09a7aa56","d63c4925a382a1","95cb2a9d2126e3",0,0,19.8,0,0,0,86,1163,0,0,0,1439,"solo-fpp",97,95,-1,0,0,0,0,0,0,70.64,0,1414,0.1146
"3059190","93e13f1731f66c","f923f3fa3a1ebd","2a21771fa5bdf8",1,0,94.75,0,0,0,79,0,0,0,0,1965,"duo-fpp",47,44,1506,0,0,0,0,0,0,164.4,2,0,0.1739
"2570063","85751d382d94eb","0dbd18c48e74be","7f97a6c707a35c",0,0,55.65,0,0,0,71,1097,0,0,0,1370,"squad-fpp",28,27,-1,0,0,0,0,0,0,223.6,3,1526,0.3333
"3857631","95e17ea7a5c97a","bb8e6c3196f416","2e4377830ad396",1,0,141.1,1,0,0,65,1052,0,0,0,1360,"squad",30,28,-1,0,0.1656,0,0,0,0,1261,3,1501,0.3103
"3502875","b0c89966f4b166","5deed3e76e8002","daf6b1f0e93ee8",1,2,240.8,2,1,6,20,1405,2,1,29.7,1291,"squad-fpp",27,27,-1,0,0,0,0,0,0,1280,3,1552,0.5769
